Iteration,Avg Insert Time,Avg Search Time
1,1.690770268440,0.115689970553
2,1.521389842033,0.128199994564
3,1.560549974442,0.131150007248
4,1.558490037918,0.136850014329
5,1.554120063782,0.142029955983
6,1.590020060539,0.143460035324
7,1.587269902229,0.145970046520
8,1.614509820938,0.153040006757
9,1.611479997635,0.157279953361
10,16.345199584961,0.159049987793
11,1.553499937057,0.153989970684
12,9.046758651733,0.156550005078
13,1.505289793015,0.156249970198
14,4.188241481781,0.160169944167
15,1.642369747162,0.155619978905
16,1.624019503593,0.164000004530
17,1.550579428673,0.381740033627
18,2.290990591049,0.180450037122
19,1.610919833183,0.332040131092
20,1.482299804688,0.162020042539
21,8.367800712585,0.172730013728
22,1.459230065346,0.158759981394
23,1.498919963837,0.166449993849
24,1.487940311432,0.163729980588
25,1.618880391121,0.173330008984
26,1.431299805641,0.162819996476
27,1.418190121651,0.165580049157
28,8.004779815674,0.175359994173
29,1.444209814072,0.156509995461
30,1.397710323334,0.161770060658
31,1.417000055313,0.162050038576
32,1.416859865189,0.166620030999
33,1.410420060158,0.160340011120
34,1.391789793968,0.162349984050
35,1.376340031624,0.160139992833
36,15.550485610962,0.172229990363
37,1.430380105972,0.166929975152
38,39.717777252197,0.368289947510
39,1.534289956093,0.198080033064
40,4.623641014099,0.208349972963
41,1.439620375633,0.184309989214
42,1.398110032082,0.184129998088
43,5.508359432220,0.212130025029
44,1.417259931564,0.185620024800
45,5.673779010773,0.223270013928
46,1.525840163231,0.187969982624
47,1.554880023003,0.293069988489
48,1.818360090256,0.236809968948
49,1.668040275574,0.191029921174
50,1.727119684219,0.267520010471
51,1.599940299988,0.188039958477
52,12.658169746399,0.207089975476
53,1.494889616966,0.194300025702
54,1.467490077019,0.181589975953
55,1.477800130844,0.178669989109
56,1.469750165939,0.178589999676
57,1.480239629745,0.190380036831
58,1.429269909859,0.186510011554
59,1.429240107536,0.179370030761
60,13.295070648193,0.200310006738
61,1.471609711647,0.188359975815
62,1.457220435143,0.185639962554
63,1.484980225563,0.190430000424
64,1.486629843712,0.189590036869
65,1.462530016899,0.185809984803
66,1.433489918709,0.186919987202
67,1.443479895592,0.194520041347
68,12.560376167297,0.197319969535
69,1.427320003510,0.177460029721
70,1.497549891472,0.182290002704
71,1.434220314026,0.182439953089
72,1.492039918900,0.185589998960
73,1.645249962807,0.196409970522
74,1.454659938812,0.196890011430
75,14.910968780518,0.254550069571
76,2.028870344162,0.274999976158
77,14.899488449097,0.281530052423
78,1.576030015945,0.234589949250
79,1.542449831963,0.220620006323
80,1.502460241318,0.212249979377
81,1.484969973564,0.204809978604
82,1.518469929695,0.217749997973
83,1.438689708710,0.194649994373
84,12.809481620789,0.239130005240
85,1.492969751358,0.208819940686
86,1.522620081902,0.209800034761
87,1.479049682617,0.200969994068
88,1.471590042114,0.205930024385
89,1.490069866180,0.199539974332
90,1.489389896393,0.207230076194
91,1.439539909363,0.199249967933
92,12.041435241699,0.217020004988
93,1.488920092583,0.203529968858
94,1.464819908142,0.194590032101
95,1.413359999657,0.209450006485
96,1.430909991264,0.200900048018
97,1.455700278282,0.197240009904
98,1.430250167847,0.188650041819
99,1.401969790459,0.210969910026
100,6.914300441742,0.208680048585
101,1.438380002975,0.205780044198
102,1.427819848061,0.206069990993
103,1.453000307083,0.201570019126
104,1.443419694901,0.201019972563
105,1.519289731979,0.240340054035
106,2.467329502106,0.243059962988
107,12.283483505249,0.231939941645
108,1.454139828682,0.219119966030
109,1.448179960251,0.202529966831
110,1.447960257530,0.202840000391
111,1.443459987640,0.213789984584
112,1.458639979362,0.206830009818
113,1.426440119743,0.222879990935
114,1.391199946404,0.198390021920
115,12.073168754578,0.221770018339
116,1.461850523949,0.206209987402
117,1.455760002136,0.224650055170
118,1.449550032616,0.208680003881
119,1.469979763031,0.206889986992
120,1.434739708900,0.208309963346
121,1.420119881630,0.196469947696
122,12.306130409241,0.235489949584
123,1.387479543686,0.220980003476
124,8.887890815735,0.243059992790
125,1.462839722633,0.237379953265
126,8.430309295654,0.244320005178
127,1.483040332794,0.216089993715
128,1.432279944420,0.229679986835
129,1.455309510231,0.228900060058
130,1.534369945526,0.228850036860
131,1.519709587097,0.225229978561
132,1.401649832726,0.224840015173
133,6.836241245270,0.267409980297
134,1.522779583931,0.231840014458
135,1.471019983292,0.211609929800
136,1.465460062027,0.207600027323
137,1.479460000992,0.213610008359
138,1.478750109673,0.213559925556
139,1.416249632835,0.204909995198
140,1.447759985924,0.215060010552
141,12.765961647034,0.250100016594
142,1.457169890404,0.225369989872
143,1.462279915810,0.230939984322
144,1.480280041695,0.213760033250
145,1.434309601784,0.216349974275
146,1.443010091782,0.210410058498
147,1.432499885559,0.216260015965
148,11.267010688782,0.251629918814
149,1.507929682732,0.230409979820
150,1.692859768867,0.244639977813
151,1.496329903603,0.228059962392
152,1.454839825630,0.227250054479
153,1.508370041847,0.230859965086
154,1.423869967461,0.223250031471
155,13.092467308044,0.262730002403
156,1.545579671860,0.238780021667
157,1.501999735832,0.234199970961
158,1.512310266495,0.236239925027
159,1.494880199432,0.231269955635
160,1.468149542809,0.227369993925
161,1.482710242271,0.237739965320
162,1.513460159302,0.243460029364
163,1.472529649734,0.239650011063
164,13.265239715576,0.247729957104
165,1.597990393639,0.243940010667
166,1.482679724693,0.249679997563
167,1.545520305634,0.225519999862
168,1.483609914780,0.246809914708
169,1.603449940681,0.222890004516
170,1.401710152626,0.226800024509
171,11.175101280212,0.229260012507
172,1.399189591408,0.237530052662
173,8.379212379456,0.309210002422
174,1.471519947052,0.270289957523
175,2.971979141235,0.239899978042
176,1.659549713135,0.287540018559
177,1.532429933548,0.267220020294
178,3.379620313644,0.251290023327
179,1.476119637489,0.241780042648
180,1.884110093117,0.257190018892
181,5.037850379944,0.265910059214
182,1.419989824295,0.227580010891
183,1.548669815063,0.212459966540
184,1.327940106392,0.228220015764
185,1.340730190277,0.210719972849
186,1.341849684715,0.208319947124
187,1.329579949379,0.201540008187
188,1.296579599380,0.211280003190
189,11.690336227417,0.217870056629
190,1.322129845619,0.219410032034
191,1.309369802475,0.212420001626
192,1.295859932899,0.200580015779
193,1.297939896584,0.214109942317
194,1.288659930229,0.198320016265
195,1.303079962730,0.205020025373
196,1.304269909859,0.211289986968
197,1.259730100632,0.197900027037
198,6.761778831482,0.210889875889
199,1.271109938622,0.208120003343
200,1.257779836655,0.206059992313
201,1.274870038033,0.190740019083
202,1.265120029449,0.193419978023
203,1.247949957848,0.197989970446
204,1.242850303650,0.193189978600
205,1.245040178299,0.209399983287
206,12.982288360596,0.219669997692
207,1.309460043907,0.214059978724
208,1.348179817200,0.204730004072
209,1.324399948120,0.212889924645
210,1.249540090561,0.695410072803
211,3.051699876785,0.872499823570
212,1.748400211334,0.225930035114
213,6.034648895264,0.375220060349
214,2.577090024948,0.232179954648
215,2.375989913940,0.215349972248
216,2.023070096970,0.357569992542
217,2.256199359894,0.220659971237
218,1.218869924545,0.196879997849
219,11.255128860474,0.231300011277
220,1.784990429878,0.206589981914
221,1.946069955826,0.219740018249
222,1.667940020561,0.204740047455
223,1.271809935570,0.217320039868
224,2.705240249634,0.222660019994
225,4.172891139984,0.203780055046
226,1.247370243073,0.216870009899
227,8.480530738831,0.749209761620
228,2.167989969254,0.260900020599
229,3.782739400864,0.292220056057
230,1.353310227394,0.256599992514
231,4.099800109863,0.273080050945
232,1.282440185547,0.269390016794
233,1.884569883347,0.250629991293
234,2.080849647522,0.246649935842
235,5.445141315460,0.237430050969
236,1.320810198784,0.232349991798
237,1.299040198326,0.236930012703
238,1.885339498520,0.359850049019
239,1.888839602470,0.229440033436
240,1.273049950600,0.224229961634
241,1.222819805145,0.238830015063
242,5.858049392700,0.236619964242
243,1.299020290375,0.224519997835
244,1.260089874268,0.216049998999
245,1.291310071945,0.213420018554
246,1.286929845810,0.222199976444
247,1.303400158882,0.216699957848
248,1.240650057793,0.219779998064
249,1.264670014381,0.224230006337
250,12.425351142883,0.267470031977
251,1.294769763947,0.242390051484
252,1.316439747810,0.232289969921
253,1.249600410461,0.221339970827
254,1.303860068321,0.222480028868
255,1.312720060349,0.222300022840
256,1.321080088615,0.221030086279
257,1.255480051041,0.224079951644
258,1.221560001373,0.236279994249
259,6.446643352509,0.266219973564
260,1.443110108376,0.231539979577
261,1.320349693298,0.232120022178
262,1.286579966545,0.214170023799
263,1.694570064545,0.227569937706
264,1.312849879265,0.217759996653
265,1.269700288773,0.226669967175
266,14.484748840332,0.263209939003
267,1.431700468063,0.244099959731
268,1.846410155296,0.378500044346
269,1.263630032539,0.228630021214
270,1.301899909973,0.219159990549
271,1.218860149384,0.211419954896
272,1.208750128746,0.199019968510
273,1.241119980812,0.204290002584
274,5.891740322113,0.372680008411
275,1.656760096550,0.421370059252
276,1.624460339546,0.384990036488
277,1.954710125923,0.221280023456
278,1.543319821358,0.229410022497
279,1.260619878769,0.217930048704
280,5.796760082245,0.228760033846
281,1.279099822044,0.204860001802
282,1.244449734688,0.221569955349
283,1.231860041618,0.211009994149
284,1.258219838142,0.223139986396
285,1.435690283775,0.218240022659
286,2.561440467834,0.217440009117
287,1.875280141830,0.218120038509
288,26.093572616577,0.475779980421
289,2.954850435257,0.638949930668
290,6.782770633698,0.641209840775
291,2.307410001755,0.306529998779
292,3.576489686966,0.295550048351
293,1.331359982491,0.285740017891
294,2.023299932480,0.415499925613
295,2.436999797821,0.260660022497
296,2.389330148697,0.289639949799
297,1.472590327263,0.253289997578
298,5.412179470062,0.264090001583
299,1.407500267029,0.420809894800
300,1.974479556084,0.281829953194
301,1.346679568291,0.252500057220
302,1.346420049667,0.245259910822
303,1.341680288315,0.264319956303
304,1.328350186348,0.225619927049
305,1.292289733887,0.245389968157
306,11.494729995728,0.259759992361
307,1.358299851418,0.259200006723
308,1.336659908295,0.252549976110
309,1.684170484543,0.246779993176
310,1.298740148544,0.258670002222
311,1.308260202408,0.235330104828
312,1.475380182266,0.242519974709
313,1.864170074463,0.260760009289
314,6.381731510162,0.289709955454
315,2.945189952850,0.485190063715
316,3.142090082169,0.471629947424
317,1.673089981079,0.621680080891
318,1.456990003586,0.260420084000
319,4.076549053192,0.475720018148
