Iteration,Insert,Search
1,0.093059994280,0.176490053535
2,0.107040047646,0.321769952774
3,0.090909995139,0.438439995050
4,0.104479990900,0.609009981155
5,0.090869978070,0.706130146980
6,0.090799979866,0.762390077114
7,0.105250053108,0.992939949036
8,0.090430006385,0.982070207596
9,0.090669989586,1.184680104256
10,0.104170009494,1.315690040588
11,0.090519994497,1.505969882011
12,0.103900030255,1.487279891968
13,0.090979970992,1.525490164757
14,0.089910015464,1.636860728264
15,0.104490034282,2.025150060654
16,0.090669982135,2.108710050583
17,0.106790021062,2.174549579620
18,0.090300001204,2.518639326096
19,0.090949997306,2.296180009842
20,0.105740033090,2.784069538116
21,0.089859992266,2.918850183487
22,0.104160003364,2.686820268631
23,0.090920001268,2.956909656525
24,0.089660003781,2.962660789490
25,0.104790017009,3.295580625534
26,0.090980008245,3.331059932709
27,0.108769983053,3.427499294281
28,0.092369981110,3.662019968033
29,0.091429978609,3.523300647736
30,0.106830030680,4.257790088654
31,0.091719985008,3.673489809036
32,0.091329991817,4.395051002502
33,0.104480020702,4.334649562836
34,0.090699985623,4.736110210419
35,0.104660041630,4.410200595856
36,0.090739987791,4.698170185089
37,0.090569987893,4.622570514679
38,0.105190016329,4.949690341949
39,0.088030003011,5.000670433044
40,0.100670054555,5.396881580353
41,0.087209992111,4.690899848938
42,0.086579993367,5.411250591278
43,0.096139982343,4.982709407806
44,0.083860017359,5.215759277344
45,0.094889998436,5.474382877350
46,0.081680022180,5.212581157684
47,0.079700052738,4.823160171509
48,0.091550022364,4.860520362854
49,0.078410044312,5.066081047058
50,0.089610047638,5.405559062958
51,0.078300051391,4.911300659180
52,0.077830053866,5.740378379822
53,0.090819992125,5.461499214172
54,0.078540056944,6.128180027008
55,0.078120052814,6.094838619232
56,0.090880036354,6.217609405518
57,0.078860044479,6.153738975525
58,0.090930007398,6.148240089417
59,0.077720053494,5.919007301331
60,0.077830053866,6.491429328918
61,0.228169798851,7.051298141479
62,0.078350044787,6.052050590515
63,0.091170027852,7.448190212250
64,0.078740052879,6.927749156952
65,0.078760035336,7.382568836212
66,0.091269992292,6.882689952850
67,0.078010059893,7.114660263062
68,0.090870030224,6.545221328735
69,0.079130038619,7.299340724945
70,0.078740060329,7.645429611206
71,0.091350004077,7.199011325836
72,0.078310057521,8.036418914795
73,0.078010052443,7.520230770111
74,0.091370038688,7.560019969940
75,0.078110061586,8.604829788208
76,0.090380020440,8.013558387756
77,0.077710062265,7.750620365143
78,0.073680058122,7.997280597687
79,0.086510039866,7.742039203644
80,0.073430061340,8.015709877014
81,0.083940021694,7.099628448486
82,0.073220051825,8.378861427307
83,0.073120050132,8.425491333008
84,0.085200056434,8.414319992065
85,0.072930060327,9.621330261230
86,0.085710026324,13.028531074524
87,0.074280075729,8.542538642883
88,0.072870053351,8.819048881531
89,0.086900047958,8.404870033264
90,0.073380067945,8.517991065979
91,0.088920041919,10.962111473083
92,0.073280066252,8.597319602966
93,0.074660062790,9.262520790100
94,0.087820030749,9.252638816833
95,0.075710065663,10.028290748596
96,0.075260050595,9.893351554871
97,0.086820036173,9.944767951965
98,0.074350051582,9.592070579529
99,0.087590031326,10.418531417847
100,0.074380062521,9.381100654602
101,0.074380055070,9.966149330139
102,0.085360080004,11.033228874207
103,0.073920063674,9.342220306396
104,0.085300013423,9.486088752747
105,0.072370059788,10.048858642578
106,0.072800070047,10.621188163757
107,0.085050061345,9.893321037292
108,0.073480054736,9.665708541870
109,0.086880028248,11.319238662720
110,0.074030056596,12.060252189636
111,0.074610061944,11.168438911438
112,0.086550049484,9.897688865662
113,0.073430061340,10.487348556519
114,0.085030049086,11.877839088440
115,0.074100054801,10.915317535400
116,0.072460055351,13.051599502563
117,0.086290031672,11.765147209167
118,0.073760062456,11.047080993652
119,0.074000053108,12.305768966675
120,0.089440040290,12.058707237244
121,0.073610052466,13.205920219421
122,0.084700033069,11.640027999878
123,0.073650054634,13.351108551025
124,0.074740059674,11.782174110413
125,0.086920052767,12.692698478699
126,0.073360048234,12.263461112976
127,0.086380012333,12.627712249756
128,0.074250049889,13.097366333008
129,0.074120059609,12.620838165283
130,0.089490048587,11.747059822083
131,0.074130058289,12.617234230042
132,0.088570035994,12.611929893494
133,0.074170067906,12.843816757202
134,0.074330046773,14.166751861572
135,0.087430037558,12.966120719910
136,0.074360057712,14.573190689087
137,0.073730058968,13.162281990051
138,0.090240038931,13.430961608887
139,0.074490047991,13.329322814941
140,0.086090020835,13.294426918030
141,0.074590057135,14.062182426453
142,0.074090048671,13.784338951111
143,0.088630035520,14.934537887573
144,0.075050070882,12.692692756653
145,0.088920019567,15.377320289612
146,0.074270062149,14.948407173157
147,0.073920063674,15.231157302856
148,0.088060058653,13.544839859009
149,0.075830064714,13.717039108276
150,0.086740009487,14.801173210144
151,0.073800057173,14.343715667725
152,0.074560053647,14.762590408325
153,0.088310025632,13.739522933960
154,0.075320057571,16.865001678467
155,0.088640041649,15.460033416748
156,0.073880054057,16.067417144775
157,0.074360057712,13.841238021851
158,0.086710028350,16.342601776123
159,0.279719978571,15.193844795227
160,0.073770061135,15.654928207397
161,0.085930041969,15.123691558838
162,0.073710046709,16.935499191284
163,0.087100014091,14.892859458923
164,0.073360048234,15.903851509094
165,0.073340050876,18.683368682861
166,0.086730040610,17.172508239746
167,0.074380055070,17.479650497437
168,0.121129974723,16.311759948730
169,0.072900056839,16.509656906128
170,0.073490045965,16.387756347656
171,0.086530067027,17.205928802490
172,0.072920046747,17.590166091919
173,0.088999986649,15.614859580994
174,0.072880052030,17.956604003906
175,0.073050051928,17.177127838135
176,0.088080041111,16.748676300049
177,0.073020055890,16.353248596191
178,0.086150035262,17.015720367432
179,0.073000051081,19.729070663452
180,0.073640055954,17.630241394043
181,0.086160011590,16.436496734619
182,0.073260053992,17.383821487427
183,0.073030062020,20.021207809448
184,0.086710050702,17.800661087036
185,0.073370054364,17.443092346191
186,0.089410007000,16.982990264893
187,0.073050051928,16.347007751465
188,0.073170058429,19.452508926392
189,0.088400058448,18.179552078247
190,0.073170058429,17.210868835449
191,0.087190002203,19.627954483032
192,0.073110051453,19.137907028198
193,0.073710039258,19.379388809204
194,0.086300060153,18.528093338013
195,0.074330054224,19.447547912598
196,0.092349998653,19.162578582764
197,0.072780050337,20.043771743774
198,0.073120050132,23.178873062134
199,0.087980039418,19.036970138550
200,0.073150046170,18.454212188721
201,0.072900049388,18.902170181274
202,0.086740031838,17.484693527222
203,0.073120057583,20.437631607056
204,0.087910003960,19.910123825073
205,0.073580063879,21.676643371582
206,0.073480054736,21.055248260498
207,0.087040036917,20.714950561523
208,0.073500044644,19.004737854004
209,0.086210004985,20.144712448120
210,0.073010049760,21.740228652954
211,0.073960050941,19.032514572144
212,0.086210057139,18.536623001099
213,0.073610052466,21.987218856812
214,0.088099993765,19.540395736694
215,0.074170053005,22.280494689941
216,0.074210062623,18.306577682495
217,0.086260028183,26.674972534180
218,0.198990091681,20.921695709229
219,0.072210066020,19.872535705566
220,0.086900033057,23.403720855713
221,0.072330057621,23.138326644897
222,0.072130061686,20.666864395142
223,0.085710063577,23.882980346680
224,0.072150059044,22.737092971802
225,0.092359974980,32.775737762451
226,0.073850065470,24.649839401245
227,0.071980051696,21.658437728882
228,0.085560053587,21.184869766235
229,0.072080060840,20.798627853394
230,0.089419998229,21.003768920898
231,0.072290062904,26.235107421875
232,0.072520062327,22.518354415894
233,0.087610065937,21.905382156372
234,0.071750059724,25.844078063965
